1,6
1,68
1,95
1,142
1,273
1,298
1,367
1,374
1,387
1,410
1,415
1,554
1,578
1,635
1,725
1,747
1,748
1,848
1,856
1,897
1,946
1,951
1,955
1,1021
1,1058
1,1084
7,62
7,78
7,180
7,225
7,370
7,394
7,397
7,501
7,528
7,609
7,761
7,763
7,1003
7,1089
7,1121
7,1123
7,1151
7,1227
8,62
8,78
8,79
8,134
8,139
8,180
8,202
8,386
8,394
8,501
8,506
8,521
8,528
8,761
8,797
8,819
8,863
8,905
8,931
8,1003
8,1052
8,1089
8,1123
8,1147
8,1151
8,1199
9,62
9,74
9,78
9,134
9,180
9,277
9,357
9,382
9,386
9,394
9,436
9,501
9,506
9,678
9,699
9,724
9,761
9,801
9,819
9,863
9,936
9,1093
9,1123
9,1151
9,1168
9,1194
9,1199
9,1202
9,1216
13,45
13,84
13,146
13,163
13,164
13,189
13,212
13,279
13,284
13,299
13,303
13,444
13,471
13,490
13,502
13,533
13,546
13,549
13,550
13,591
13,602
13,631
13,658
13,707
13,758
13,785
13,871
13,1070
13,1112
13,1189
13,1228
25,62
25,69
25,78
25,151
25,180
25,221
25,225
25,297
25,370
25,394
25,473
25,501
25,528
25,641
25,761
25,863
25,1071
25,1116
25,1123
25,1151
25,1227
36,6
36,43
36,95
36,220
36,298
36,361
36,367
36,374
36,387
36,410
36,415
36,468
36,494
36,554
36,635
36,774
36,848
36,856
36,872
36,946
36,1021
36,1052
36,1058
36,1084
36,1134
41,36
41,43
41,68
41,95
41,142
41,220
41,254
41,273
41,298
41,324
41,331
41,367
41,374
41,387
41,410
41,415
41,468
41,494
41,554
41,578
41,695
41,848
41,897
41,946
41,955
41,1021
41,1052
41,1084
41,1134
43,445
43,564
43,792
43,859
43,886
43,933
43,974
43,1064
43,1176
43,1204
50,62
50,78
50,134
50,180
50,357
50,386
50,394
50,448
50,501
50,506
50,521
50,528
50,557
50,598
50,761
50,819
50,863
50,931
50,1052
50,1119
50,1123
50,1147
50,1151
50,1199
59,2
59,48
59,62
59,78
59,126
59,225
59,370
59,385
59,394
59,454
59,501
59,560
59,594
59,610
59,683
59,686
59,698
59,727
59,761
59,863
59,1034
59,1123
59,1131
59,1151
59,1165
59,1227
62,78
62,80
62,225
62,370
62,394
62,441
62,501
62,538
62,761
62,863
62,969
62,1052
62,1123
62,1151
62,1227
63,85
63,88
63,99
63,106
63,143
63,166
63,193
63,223
63,228
63,259
63,289
63,372
63,437
63,438
63,447
63,467
63,477
63,492
63,523
63,531
63,556
63,569
63,585
63,611
63,629
63,642
63,680
63,682
63,735
63,799
63,847
63,874
63,876
63,900
63,909
63,922
63,1009
63,1049
63,1099
63,1100
63,1174
68,43
68,95
68,142
68,220
68,227
68,273
68,298
68,331
68,367
68,374
68,387
68,410
68,415
68,468
68,479
68,494
68,497
68,554
68,578
68,848
68,861
68,897
68,946
68,955
68,1021
68,1052
68,1084
68,1134
68,1226
78,11
78,62
78,171
78,225
78,249
78,261
78,300
78,370
78,394
78,499
78,501
78,528
78,586
78,666
78,755
78,761
78,771
78,863
78,939
78,969
78,1052
78,1060
78,1071
78,1123
78,1151
78,1166
78,1221
78,1227
79,8
79,62
79,78
79,134
79,139
79,167
79,180
79,202
79,250
79,357
79,386
79,394
79,486
79,501
79,506
79,521
79,528
79,659
79,662
79,761
79,797
79,819
79,835
79,863
79,905
79,931
79,1052
79,1089
79,1123
79,1147
79,1151
79,1199
81,52
81,62
81,78
81,180
81,301
81,357
81,394
81,501
81,506
81,528
81,594
81,601
81,683
81,761
81,819
81,863
81,930
81,943
81,1019
81,1057
81,1089
81,1113
81,1123
81,1151
81,1199
84,124
84,150
84,162
84,189
84,216
84,242
84,252
84,284
84,299
84,351
84,380
84,393
84,411
84,444
84,471
84,490
84,502
84,530
84,535
84,546
84,549
84,591
84,650
84,718
84,750
84,775
84,779
84,842
84,904
84,963
84,982
84,994
84,1070
84,1112
91,47
91,62
91,78
91,134
91,160
91,171
91,180
91,317
91,357
91,386
91,394
91,462
91,501
91,506
91,521
91,528
91,581
91,622
91,640
91,761
91,766
91,814
91,819
91,863
91,929
91,931
91,939
91,1052
91,1123
91,1145
91,1147
91,1151
91,1184
91,1199
95,41
95,43
95,135
95,220
95,254
95,273
95,290
95,362
95,367
95,374
95,387
95,410
95,415
95,439
95,463
95,468
95,494
95,554
95,559
95,578
95,689
95,741
95,765
95,848
95,856
95,946
95,1021
95,1052
95,1084
95,1134
95,1163
98,57
98,117
98,156
98,157
98,237
98,329
98,352
98,360
98,401
98,402
98,566
98,575
98,654
98,660
98,690
98,714
98,722
98,820
98,912
98,948
98,999
98,1006
98,1052
98,1074
102,53
102,129
102,190
102,287
102,413
102,442
102,466
102,467
102,498
102,644
102,688
102,692
102,701
102,708
102,713
102,723
102,759
102,794
102,800
102,902
102,916
102,927
102,970
102,1026
102,1090
102,1109
102,1111
102,1158
102,1190
102,1197
102,1206
103,358
106,22
106,73
106,97
106,99
106,143
106,154
106,186
